Model,dataset,Metric,Partition,CV,Data,Intercept,Mtry,Ncomp,C,Median_Degree,Median_Scale,Median_Sigma,Mean_Spearman_R,Min_Spearman_R,Max_Spearman_R
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,100.8,1,0.1,NA,0.7250062466367351,0.49319255348707985,0.8581272575715477
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,60.543,NA,NA,NA,0.7250026290291909,0.4815782161711587,0.8454966032575226
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,99.127,1,0.1,NA,0.7250023512629101,0.5103084190052793,0.836065573770492
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,120.12700000000001,NA,NA,NA,0.7249684466499925,0.5765490414003891,0.8647402056126704
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,80.143,NA,NA,NA,0.7249415014013938,0.5147540983606559,0.8585281819136659
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,57.967,NA,NA,NA,0.7249392772221106,0.4829674909697139,0.8423567985919701
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,105.903,1,0.1,NA,0.7249220552482678,0.5153098082800779,0.8531258682967492
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,139.167,NA,NA,NA,0.7249103821126077,0.4821339260905808,0.8666296193387054
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,118.3,NA,NA,NA,0.7249014483889245,0.5047125009407671,0.874845760620483
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,104.188,NA,NA,NA,0.7248938882087406,0.4982830423300567,0.8728815693384705
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,90.97200000000001,NA,NA,NA,0.7248920398934541,0.5022492667977028,0.8698597365969127
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,114.688,1,0.1,NA,0.7248917591253105,0.5070853014726314,0.8589052514587387
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,112.903,NA,NA,NA,0.7248742535291237,0.5761044734648514,0.8585162545151434
SVML,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,0.448,NA,NA,NA,0.7248689630941009,0.5625451514309531,0.8442900805779384
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,95.82300000000001,1,0.1,NA,0.7248178540873239,0.5121422617393722,0.8356765768268964
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,45.927,NA,NA,NA,0.7248014666412865,0.4839628845152926,0.8637740899555914
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,111.132,NA,NA,NA,0.7247956190700261,0.5753264795776606,0.8661294804112255
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,27,NA,NA,NA,NA,0.7247944963396138,0.5542095026396222,0.8633509308141153
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,123.82300000000001,1,0.1,NA,0.7247942421366765,0.5126979716587943,0.8377327035287582
PCR,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,38,NA,NA,NA,NA,0.7247744968549988,0.5227007502083914,0.8495137538205059
PCR,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,39,NA,NA,NA,NA,0.7247369878752903,0.5262572936926926,0.8556821339260907
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,26,NA,NA,NA,NA,0.7247239216006753,0.55887746596276755,0.8654070575159768
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,4.732,NA,NA,NA,0.7247211478688613,0.5640455682133927,0.8551264240066686
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,97.468,1,0.1,NA,0.7247017114630551,0.5111419838844125,0.8355654348430122
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,104.188,2,0.001,NA,0.7246992040168044,0.5976104473464853,0.8472353431508755
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,129.472,NA,NA,NA,0.7246987003222346,0.5043367533596217,0.8738384830399637
PCR,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,53,NA,NA,NA,NA,0.724698089601425,0.5521533759377606,0.8681300361211449
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,104.188,1,0.1,NA,0.7246892129078362,0.5132536815782163,0.8511808835787721
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,114.688,NA,NA,NA,0.7246867468834768,0.5011011491886473,0.8742413940721715
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,107.632,NA,NA,NA,0.7246816987835993,0.5753264795776606,0.8642956376771327
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,44.800000000000004,NA,NA,NA,0.7246798896177123,0.48350363747167047,0.8632819109869557
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,59.248000000000005,NA,NA,NA,0.7246711465953514,0.47240900250069473,0.8459411773694593
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,74.263,1,0.1,NA,0.7246525138528871,0.5095304251180884,0.8617393720477913
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,94.19200000000001,NA,NA,NA,0.7246387971282537,0.5035852581973309,0.8717735639998994
SVML,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,8.575000000000001,NA,NA,NA,0.7246280720893956,0.5450958599611003,0.8602509065974203
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,43.687,NA,NA,NA,0.7246271239420431,0.4834618877404321,0.8603288371751417
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,111.132,NA,NA,NA,0.7245988913698066,0.5060484923403953,0.8761048575961321
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,116.48700000000001,NA,NA,NA,0.7245928897714838,0.5058397436842034,0.8738888469189897
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,7.623,NA,NA,NA,0.7245875071761368,0.5243678799666575,0.8347874409558212
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,83.167,1,0.1,NA,0.7245738955488831,0.5184217838288415,0.8352320088913588
PLS,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,18,NA,NA,NA,NA,0.7245399999383225,0.5157543762156156,0.8741716334774366
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,72.828,1,0.1,NA,0.7245324806801429,0.5077521533759378,0.8605168102250625
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,120.12700000000001,1,0.1,NA,0.7244899733029472,0.5062517365934983,0.857627118644068
SVML,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,9.072000000000001,NA,NA,NA,0.7244852641440803,0.5581550430675188,0.8458460683523201
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,63.175000000000004,NA,NA,NA,0.724441360049565,0.4703528757988331,0.8479417608731743
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,81.648,NA,NA,NA,0.724438305254839,0.5105307029730481,0.8602231207154243
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,133.308,NA,NA,NA,0.7243889799131603,0.5048377501344823,0.8745939412253533
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,121.968,1,0.1,NA,0.7243782766012353,0.5058071686579607,0.8580716865796056
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,123.82300000000001,NA,NA,NA,0.7243753666316719,0.5022075170664644,0.8763566769912619
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,89.383,1,0.1,NA,0.7243718946805032,0.516143373159211,0.8337315921089193
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,94.19200000000001,1,0.1,NA,0.7243546698347434,0.5165879410947486,0.834731869963879
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,50.575,1,0.1,NA,0.724353548880112,0.5103084190052793,0.8553487079744375
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,83.167,NA,NA,NA,0.7243368875923342,0.5105307029730481,0.8599452618954638
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,90.97200000000001,1,0.1,NA,0.7243135463201938,0.516143373159211,0.8337315921089193
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,63.175000000000004,1,0.1,NA,0.7243099337039487,0.4984162267296472,0.8552931369824953
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,64.512,NA,NA,NA,0.7242932640006843,0.48063350930814125,0.8517762125886279
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,61.852000000000004,NA,NA,NA,0.7242782590453963,0.4847457627118645,0.8457188903134911
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,87.808,1,0.1,NA,0.7242740895957102,0.5125312586829676,0.8326757432620174
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,102.48700000000001,1,0.1,NA,0.7242590934302036,0.5118644067796612,0.8496804667963324
PCR,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,46,NA,NA,NA,NA,0.7242476840287545,0.5158655181994999,0.8629063628785776
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,92.575,1,0.1,NA,0.7242426934405837,0.5181994998610726,0.8347874409558212
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,123.82300000000001,NA,NA,NA,0.7242307144901766,0.5761044734648514,0.8637954987496528
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,81.648,1,0.1,NA,0.724157668039472,0.5189219227563213,0.8340650180605725
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,71.407,1,0.1,NA,0.7241570993437194,0.5058627396499029,0.8602389552653515
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,123.82300000000001,1,0.1,NA,0.7241459909589483,0.5058627396499029,0.8580716865796056
PLS,Sum of Squares,Spearman_R,Genotype,Genotype,Spectra,NA,NA,16,NA,NA,NA,NA,0.7241297394543286,0.47820142160439627,0.8849689003047014
PCR,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,49,NA,NA,NA,NA,0.7241034757952736,0.5303139761044736,0.8552772337201291
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,42.588,NA,NA,NA,0.7241027926434748,0.4798714108539314,0.8595351413965904
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,16.807,2,0.01,NA,0.7240832206635491,0.6035565434843013,0.862239510975271
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,80.143,1,0.1,NA,0.7240723666980936,0.523145318143929,0.8342317310363991
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,24.367,2,0.01,NA,0.7240431887503753,0.6003889969435956,0.854681856071131
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,121.968,NA,NA,NA,0.7240268612186227,0.5035852581973309,0.8743421218302233
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,70,1,0.1,NA,0.7240162262808072,0.5046957488191165,0.8602389552653515
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,127.575,NA,NA,NA,0.7239774249114147,0.4840881337090078,0.874795396741457
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,102.48700000000001,NA,NA,NA,0.7239528796114304,0.5751041956098917,0.8651292025562658
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,49.392,1,0.1,NA,0.7239489901132113,0.5106418449569327,0.8541817171436512
PCR,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,17,NA,NA,NA,NA,0.7239487083631325,0.532314531814393,0.8411781050291749
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,104.188,NA,NA,NA,0.7239339905658748,0.5738816337871632,0.8668519033064742
PLS,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,16,NA,NA,NA,NA,0.7239321107912308,0.477721299695155,0.8671885815505013
PCR,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,52,NA,NA,NA,NA,0.7239206454368258,0.5382606279522091,0.8556384501860776
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,84.7,NA,NA,NA,0.723917603330935,0.5090858571825508,0.8599452618954638
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,68.607,1,0.1,NA,0.7238717421958775,0.5020839121978329,0.85818282856349
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,7.168,NA,NA,NA,0.7238614710893975,0.5264240066685191,0.8354542928591278
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,61.852000000000004,1,0.1,NA,0.7238606421221616,0.4984162267296472,0.8557932759099752
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,137.20000000000002,NA,NA,NA,0.7238593082097244,0.5030425116912319,0.8733348442497041
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,105.903,NA,NA,NA,0.7238484132301738,0.5748263406501807,0.8476799110864132
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,131.383,NA,NA,NA,0.7238270311984746,0.49619555576813773,0.8728815693384705
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,129.472,1,0.1,NA,0.7237583839849951,0.509697138093915,0.8556265629341486
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,41.503,NA,NA,NA,0.7237532650376557,0.4799549103164082,0.8603913273400318
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,65.863,NA,NA,NA,0.7237506113574393,0.47007502083912206,0.8471359702952891
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,30,NA,NA,NA,NA,0.7237466914476155,0.5255348707974439,0.864073353709364
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,139.167,NA,NA,NA,0.7237128251840592,0.4959450573807075,0.8753997632897685
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,86.247,NA,NA,NA,0.723658085964751,0.5090858571825508,0.8599452618954638
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,100.8,1,0.1,NA,0.723655313294114,0.5118644067796612,0.8475687691025285
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,4.375,NA,NA,NA,0.7236258401473106,0.5581550430675188,0.8542928591275356
PLS,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,15,NA,NA,NA,NA,0.7235899954985834,0.503473186996388,0.8617791301072025
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,135.247,NA,NA,NA,0.7235813212610751,0.4935444478345007,0.87363702752386
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,87.808,NA,NA,NA,0.7235763955025656,0.5109196999166437,0.8568332431119073
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,127.575,1,0.1,NA,0.7235172049843881,0.5075854404001112,0.8551264240066686
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,99.127,1,0.1,NA,0.7234813766915341,0.5148652403445402,0.8473464851347599
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,125.69200000000001,1,0.1,NA,0.7234694137498875,0.5081411503195333,0.8580716865796056
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,78.652,1,0.1,NA,0.7234685869171538,0.522089469297027,0.8348430119477634
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,64.512,1,0.1,NA,0.7234488450440887,0.501305918310642,0.8555154209502642
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,15.463000000000001,2,0.01,NA,0.7234397084996694,0.6038343984440123,0.8591275354265074
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,18.207,2,0.01,NA,0.7234319114020153,0.6036121144762435,0.8613503751041959
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,67.228,1,0.1,NA,0.7234007762904682,0.5016949152542374,0.8549041400388999
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,48.223,1,0.1,NA,0.7233932790665829,0.509919422061684,0.8547374270630732
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,68.607,NA,NA,NA,0.7233860617552469,0.4895248680188942,0.8438294503377602
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,39.375,NA,NA,NA,0.7233751796665007,0.4796209124665012,0.8594847775175645
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,89.383,NA,NA,NA,0.7233671718489559,0.5093637121422618,0.8592228289635668
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,22.743000000000002,2,0.01,NA,0.7233452152347953,0.5941094748541262,0.8552375659905532
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,23.548000000000002,2,0.01,NA,0.7233424379166206,0.5976660183384275,0.854681856071131
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,19.663,2,0.01,NA,0.7233352170653976,0.5978883023061963,0.8591831064184497
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,18.928,2,0.01,NA,0.7233068758942411,0.5997221450402891,0.8594053903862185
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,120.12700000000001,NA,NA,NA,0.7233049158994322,0.5032095106161855,0.874845760620483
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,54.208,1,0.1,NA,0.7232999256677357,0.4805223673242568,0.8564045568213393
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,65.863,1,0.1,NA,0.7232976909346016,0.501305918310642,0.8556265629341486
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,60.543,1,0.1,NA,0.723290481710482,0.49830508474576285,0.8564045568213393
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,97.468,2,0.001,NA,0.7232829737781675,0.6004445679355378,0.8490691858849683
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,92.575,2,0.001,NA,0.7232587997211242,0.5950541817171437,0.8485134759655462
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,125.69200000000001,NA,NA,NA,0.7232438014053181,0.38883023061961663,0.8624617949430399
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,94.19200000000001,2,0.001,NA,0.7232151768900639,0.5967768824673522,0.8492358988607949
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,6.727,NA,NA,NA,0.7232096216669612,0.5220338983050848,0.8358432898027232
PCR,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,50,NA,NA,NA,NA,0.7231976685648458,0.5319811058627397,0.8522207867005646
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,77.175,1,0.1,NA,0.7231771161263699,0.522089469297027,0.8351208669074744
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,59.248000000000005,1,0.1,NA,0.7231087654083692,0.494859683245346,0.8571825507085303
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,67.228,NA,NA,NA,0.7230993182085362,0.48808002222839686,0.8444963115056652
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,95.82300000000001,2,0.001,NA,0.7230990336944743,0.5998888580161157,0.8487913309252573
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,102.48700000000001,2,0.001,NA,0.7230704172161521,0.5994442900805781,0.8470686301750489
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,127.575,NA,NA,NA,0.7230631958976899,0.5531536537927203,0.8621839399833289
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,97.468,1,0.1,NA,0.7230593144171056,0.5154209502639624,0.8455682133926091
PCR,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,22,NA,NA,NA,NA,0.7230556703088399,0.5418171714365102,0.8534037232564602
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,25.2,2,0.01,NA,0.7230523568947623,0.6027785495971104,0.8559044178938596
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,90.97200000000001,NA,NA,NA,0.7230343008120044,0.5093637121422618,0.8596118313115113
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,95.82300000000001,NA,NA,NA,0.7230217909535451,0.5731036398999723,0.8641289247013061
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,16.128,2,0.01,NA,0.7230184793539052,0.6044456793553766,0.8583495415393168
SVML,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,8.575000000000001,NA,NA,NA,0.7229878991531951,0.5604334537371493,0.8469574881911645
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,90.97200000000001,2,0.001,NA,0.7229801109379015,0.5953320366768547,0.8492358988607949
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,40.432,NA,NA,NA,0.7229775562510441,0.4805394065537455,0.8602402357029539
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,84.7,NA,NA,NA,0.7229773386497711,0.507252014448458,0.8473464851347599
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,52.983000000000004,1,0.1,NA,0.7229664986506353,0.4785218116143374,0.8566824117810504
PCR,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,40,NA,NA,NA,NA,0.7229445329031002,0.4990275076410115,0.8556821339260907
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,92.575,NA,NA,NA,0.7229439974598476,0.5080855793275911,0.8580002501557411
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,75.712,NA,NA,NA,0.722942330758506,0.4958043901083635,0.8376215615448738
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,22,NA,NA,NA,NA,0.7229242462059202,0.5252014448457906,0.8461794943039734
PCR,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,28,NA,NA,NA,NA,0.72292327755033,0.4366604390222089,0.8624058825010702
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,47.068,1,0.1,NA,0.7229064772852588,0.5118644067796612,0.8551264240066686
SVML,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,9.072000000000001,NA,NA,NA,0.7228975883584436,0.5454848569046958,0.8588893983796143
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,20.412,2,0.01,NA,0.722883977236941,0.593776048902473,0.8591831064184497
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,31,NA,NA,NA,NA,0.722880625648613,0.5229786051681024,0.8642400666851904
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,100.8,2,0.001,NA,0.722874527944746,0.6002778549597111,0.8475687691025285
SVMP,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,75.712,1,0.1,NA,0.7228486903904682,0.5243678799666575,0.834731869963879
PCR,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,29,NA,NA,NA,NA,0.7228386613698308,0.5559877743817728,0.863295359822173
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,17.5,2,0.01,NA,0.7228014591816716,0.606446235065296,0.8617949430397335
PCR,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,54,NA,NA,NA,NA,0.72279422327929,0.5383717699360935,0.8652403445401501
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,74.263,NA,NA,NA,0.7227914507865282,0.4772436787996666,0.8434404479898158
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,100.8,NA,NA,NA,0.7227497688750434,0.5624895804390109,0.8704084467907753
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,99.127,NA,NA,NA,0.7227478218328125,0.5733814948596833,0.8671297582661852
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,14.812000000000001,2,0.01,NA,0.7227317329428409,0.6039455404278968,0.8563489858293972
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,37.303,NA,NA,NA,0.7227167433904227,0.4714797148750172,0.8595855052756163
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,95.82300000000001,NA,NA,NA,0.7226953168733204,0.50780772436788,0.8571666736958599
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,99.127,2,0.001,NA,0.7226886420772533,0.6002778549597111,0.8486246179494306
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,72.828,NA,NA,NA,0.7226569704143354,0.4935259794387331,0.8450798150275821
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,70,NA,NA,NA,0.7226553034196722,0.4872464573492638,0.836104975142861
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,71.407,NA,NA,NA,0.7226372439127297,0.4920255626562935,0.8461912503074237
SVML,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,94.19200000000001,NA,NA,NA,0.7226155724342459,0.5080855793275911,0.8581113936837252
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,28.672,2,0.01,NA,0.7225950063147308,0.6062239510975272,0.8515143095304254
SVML,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,NA,36.288000000000004,NA,NA,NA,0.7225801558750122,0.47285745600588375,0.8606431467351615
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,51.772,1,0.1,NA,0.7225674984652588,0.4780216726868575,0.856571269797166
SVML,Base Spectra,Spearman_R,Random,Random,Spectra,NA,NA,NA,97.468,NA,NA,NA,0.7225619378105157,0.5834398444012227,0.8676298971936651
SVMP,Standardized,Spearman_R,Random,Random,Spectra,NA,NA,NA,14.175,2,0.01,NA,0.7225611297350788,0.6050013892747986,0.856571269797166
SVML,Maximum Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,77.175,NA,NA,NA,0.7225327693940369,0.4928591275354266,0.8441906668037088
PCR,Absolute Value,Spearman_R,Genotype,Genotype,Spectra,NA,NA,25,NA,NA,NA,NA,0.7225235906944671,0.43547057168191505,0.8590983897535525
SVMP,Sum of Squares,Spearman_R,Random,Random,Spectra,NA,NA,NA,45.927,1,0.1,NA,0.7225219241256303,0.5139205334815228,0.8551264240066686
SVMP,Absolute Value,Spearman_R,Random,Random,Spectra,NA,NA,NA,95.82300000000001,1,0.1,NA,0.7225108285220468,0.516143373159211,0.8455682133926091
